,extract_id,target,target_compound,target_compound_bolded,text,url
2341,418,ras,ras,𝙧𝙖𝙨,"dere t (Jeelen der wereld zooveel millioenen men scben van gekleurd 𝙧𝙖𝙨 onder nw bestaar' hebt volstrekt niet inipder."" - En tocn beeft dr.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011214208:mpeg21:a0001
2342,417,aboriginal,aboriginal,𝙖𝙗𝙤𝙧𝙞𝙜𝙞𝙣𝙖𝙡,"en for reproduction at the fair as the most striking building in 𝙖𝙗𝙤𝙧𝙞𝙜𝙞𝙣𝙖𝙡 America.However, it was not until Dr.Blom's expedition began its",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185427:mpeg21:a0075
2343,416,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,"hopen zeer, dat zijn „Landbouwdorp"" — eene proefneming, hoe de 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 tot landbouwer kan worden gevormd — goede resultaten oplevert!",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010127834:mpeg21:a0001
2344,415,mengras,mengras,𝙢𝙚𝙣𝙜𝙧𝙖𝙨,ederlanders principieel tegenstander.Dan in de afstamming?Wat een 𝙢𝙚𝙣𝙜𝙧𝙖𝙨 vormen de Nederlanders dan wel niet!Zoo gezien zouden immers alle,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010608079:mpeg21:a0109
2345,414,slaaf,slaaf,𝙨𝙡𝙖𝙖𝙛,plezier in Bsopns en zijn vrienden.Want in de eerste plaats was de 𝙨𝙡𝙖𝙖𝙛 een wonderlijk ventje met een grote bochel op zijn rug en verder k,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110577379:mpeg21:a0196
2346,413,moslim,moslim,𝙢𝙤𝙨𝙡𝙞𝙢,"den mohamedaanschen eeredienst de vrije uitoefening verzekerd, den 𝙢𝙤𝙨𝙡𝙞𝙢 met de overige bewoners politiek en burgerlijk gelijke rechten toe",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010599495:mpeg21:a0001
2347,412,historisch,historischcn,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝𝙘𝙣,"de bezielde wetenschappelijke arbeid van de jongere Christclijk-𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝𝙘𝙣 die hun centrum hebben In Rotterdam"".Dat zijn de drie belangrij",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011131018:mpeg21:a0079
2348,411,volbloed,volbloed,𝙫𝙤𝙡𝙗𝙡𝙤𝙚𝙙,.971; Koreamen 5.327; Anderen 5_70.Er zijn!dbas minder dan 40.000 𝙫𝙤𝙡𝙗𝙡𝙤𝙚𝙙 eh halfbloed Hawaiiers overgebleven.Voortdurend is het aantal ver,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010233853:mpeg21:a0061
2349,410,wild,wild,𝙬𝙞𝙡𝙙,"te Hye bij de stad Patna, aan de oevers j ' van de Saóne, een groot 𝙬𝙞𝙡𝙙 zwijn ophield, gingen wg den volgenden morgen uit om er. jacht op t",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011165842:mpeg21:a0006
2350,409,slaaf,slaaf,𝙨𝙡𝙖𝙖𝙛,"en in een steriel,. „prat Het la te vreezen dat elke r'-eeering de 𝙨𝙡𝙖𝙖𝙛 zal worden van de partij, die haar steunt, en ""Joh j-ehee!naar de ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110551285:mpeg21:a0076
2351,408,westers,Westers,𝙒𝙚𝙨𝙩𝙚𝙧𝙨,"6.90, te Philadelphia 6.85.Terpentijn 26%.Henzet 𝙒𝙚𝙨𝙩𝙚𝙧𝙨 Hteans.4.27%.'Palh 3% Mait Western 35%, id.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010092440:mpeg21:a0102
2352,407,kaffer,kaffer,𝙠𝙖𝙛𝙛𝙚𝙧,"t, „hoe al deze menschen zich zoo dwaas kunnen aanstellen, om dien 𝙠𝙖𝙛𝙛𝙚𝙧 daar?""Dat laatste doelde op Pietje — „Maar arme man, begrijp je da",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281194:mpeg21:a0002
2353,406,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙," met 111 tegen 49 stemmen en 21 onthoudingen.De stemming was zeer 𝙜𝙚𝙢𝙚𝙣𝙜𝙙; de katholieken, liberalen en rexisten stemden voor, 4 liberalen ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011153809:mpeg21:a0003
2354,405,barbaren,barbaren,𝙗𝙖𝙧𝙗𝙖𝙧𝙚𝙣,"ij Öhina's verjonging, is Tsjang van oordeel dat de inmenging der 𝙗𝙖𝙧𝙗𝙖𝙧𝙚𝙣 gemist kan worden, dat het Rijk hervormd en gemoderniseerd kan wo",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010107979:mpeg21:a0256
2355,404,bediende,bediende,𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚,"ld had.Niemand wist zich daar iets van te herinneren en de oudste 𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚 meende, dat deze notitie geen betrekking op de zaak kon hebben, d",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010167109:mpeg21:a0002
2356,403,barbaren,barbaren,𝙗𝙖𝙧𝙗𝙖𝙧𝙚𝙣,"eesterswoning, en zoodra had mevrouw de deur niet geopend voor de 𝙗𝙖𝙧𝙗𝙖𝙧𝙚𝙣 of een schot viel en een doodelijke kogel trof haar dwars door he",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280382:mpeg21:a0034
2357,402,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢,"gevleid door de hoogste .waardigheid, die een sterfelijk mensch in 𝙈𝙤𝙨𝙡𝙞𝙢, oogen kan hereiken, zeide niet neen.Maar. ... ook Frankrijk heeft",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011024710:mpeg21:a0001
2358,401,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢," streek in den omtrek van Mecca en Medina voor ieder, behalve voor 𝙈𝙤𝙨𝙡𝙞𝙢, tot een verboden terrein gemaakt.In Jiddah is men genoodzaakt Chr",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011182967:mpeg21:a0033
2359,400,aziatisch,Aziatische,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝𝙚,"aard gehad zouden hebben, Is daarmede volkomen gelogenstraft.Het 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝𝙚 paard zou de vertegenwoordiger van de prae-Germaansche periode k",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010746092:mpeg21:a0146
2360,399,boesman,Boesman,𝘽𝙤𝙚𝙨𝙢𝙖𝙣,"Aan dfe orde is de beraadslaging over: I.Het adres vnn den heer B.𝘽𝙤𝙚𝙨𝙢𝙖𝙣, houdende verzoek om benoemd to worden tot makelaar in koffie, th",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010295472:mpeg21:a0006
2361,398,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣," een andere omstandigheid, die een overloopen en masse van den 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 naar de N.S.B. onwaar- Schijnlijk maakt.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010535622:mpeg21:a0001
2362,396,inboorling,inboorling,𝙞𝙣𝙗𝙤𝙤𝙧𝙡𝙞𝙣𝙜," zijn.Moord en doodslag zijn aan de orde van den dag geweest.Een 𝙞𝙣𝙗𝙤𝙤𝙧𝙡𝙞𝙣𝙜, I met name Joseph Kohahawai, is vermoord geworden door een groe",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185463:mpeg21:a0004
2363,395,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"n liefdesverhaal dan iets anders.Het klooster dient slechts als 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙, zoodat men de film niet kan beschouwen als een visie op het le",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010534843:mpeg21:a0074
2364,394,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,"chte van het behoud van den grond van den pander.Geven wij den 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 deelfde rechten als den Inlander, dan bestaat er eeen enkele r",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010989230:mpeg21:a0045
2365,393,koppensneller,koppensneller,𝙠𝙤𝙥𝙥𝙚𝙣𝙨𝙣𝙚𝙡𝙡𝙚𝙧,"rlei andere dingen hoort men ten bewijze dat het ding voor den 𝙠𝙤𝙥𝙥𝙚𝙣𝙨𝙣𝙚𝙡𝙡𝙚𝙧 een raadsel is.Ze waren eerst erg bang, Jot èen held zelfs er ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180722:mpeg21:a0036
2366,392,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"minder scherp was omlijnd, doordat de fagot zich te zeer op den 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 hield.Het vereischte evenwicht werd helaas niet bereikt.In de a",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010662766:mpeg21:a0092
2367,391,queer,queer,𝙦𝙪𝙚𝙚𝙧,"he children received one for a present.The old man said, ""Isn't it 𝙦𝙪𝙚𝙚𝙧, I look like our dominee now,"" and all agreed it was as natural as",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011179225:mpeg21:a0035
2368,390,kaukasisch,Kaukasisch,𝙆𝙖𝙪𝙠𝙖𝙨𝙞𝙨𝙘𝙝,"ar hij voor zgn borstkwaal verblijf hield.Zijn vrouw is uir, een 𝙆𝙖𝙪𝙠𝙖𝙨𝙞𝙨𝙘𝙝 vorstengeslacht, zij moet afstammen van de laatste koningen van ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010163122:mpeg21:a0062
2369,388,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"ngen van de achtstemmige groote Miserere van Palestrina voor het 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 beroemde koor een minutieuze zaak is ?En dan die verwondering, a",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010384662:mpeg21:a0068
2370,387,dwerggroei,dwerggroei,𝙙𝙬𝙚𝙧𝙜𝙜𝙧𝙤𝙚𝙞,"roorzaakt.Zo hangen met een aandoening van de schildklier samen: 𝙙𝙬𝙚𝙧𝙜𝙜𝙧𝙤𝙚𝙞, hazelip en gespleten verhemelte, verminderd gehoor, spraakstoor",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010939708:mpeg21:a0148
2371,386,exotisch,exotisch,𝙚𝙭𝙤𝙩𝙞𝙨𝙘𝙝, imvool; lioo aanlig d«*cd de schim tegen liet acJU«-» «<»ekl Het 𝙚𝙭𝙤𝙩𝙞𝙨𝙘𝙝 effect in «te L»-«kn»«*-»stndie leek zeer juist g»?troffet-a en i,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010036580:mpeg21:a0126
2372,385,homo,Homo,𝙃𝙤𝙢𝙤,praken op de nalatenschap van wijlen George X.Üavis door de Holland 𝙃𝙤𝙢𝙤 Benevolent assoeiation worden gehoord in een proces in Rechter McDo,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110619616:mpeg21:a0108
2373,384,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,"eemsen te maken in dit land, allereerst in Sioux county.En al wat 𝙞𝙣𝙝𝙚𝙚𝙢𝙨-- is wordt Amerikaanse!).De Volksvriend heeft gestreden voor en g",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011182215:mpeg21:a0060
2374,383,koppensneller,koppensneller,𝙠𝙤𝙥𝙥𝙚𝙣𝙨𝙣𝙚𝙡𝙡𝙚𝙧,n van de Nias-striiders van de Zuidwestkust van Sumatra en een 𝙠𝙤𝙥𝙥𝙚𝙣𝙨𝙣𝙚𝙡𝙡𝙚𝙧 uit midden-Borneo zün oude oorlogsdansen vastgelegd. .Hierna g,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010989790:mpeg21:a0139
2375,382,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,"haffen.Verbetering' van den maatschappelijken toestand van den 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 en den inlander, door' meer te zorgen voor practisch onderwijs",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010991338:mpeg21:a0085
2376,381,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"r, nog eenige zangstukken en:, ten beste, met eindiging van het 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 bal.nan H.M. de Koningin was het volgend telegram gezonden:",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010873279:mpeg21:a0028
2377,380,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,ehouderij kan het vee tot in de herfst in de \oeide houden en met 𝙞𝙣𝙝𝙚𝙚𝙢𝙨 voeder bijvoeren.Hopelijk is daarna voeder uit Zuid- Oost-Europa ,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011117683:mpeg21:a0133
2378,379,primitief,primitief,𝙥𝙧𝙞𝙢𝙞𝙩𝙞𝙚𝙛,-tclijken omslag v- astgesteld op 2.45.Verleden jaar was bet Het 𝙥𝙧𝙞𝙢𝙞𝙩𝙞𝙚𝙛 ■ -had het zuiver voor dit jaar op ƒ !■ i 6.600 tn IÜIS.De aftre,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110550649:mpeg21:a0102
2379,378,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"ng vau het station stonden de vischvrouvven in twee rijen om de 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 hulde te uren gen, Zij stonden daar met een grooten boog versie",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010993358:mpeg21:a0026
2380,377,lilliputter,lilliputter,𝙡𝙞𝙡𝙡𝙞𝙥𝙪𝙩𝙩𝙚𝙧,"ar sjeweest ls en even zelden iemand, die precies weet, waar de 𝙡𝙞𝙡𝙡𝙞𝙥𝙪𝙩𝙩𝙚𝙧 onder •de hoofdsteden ligt.Zonderling!Er is haast geen ""fatsoen",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620402:mpeg21:a0033
2381,376,dwerg,dwergen,𝙙𝙬𝙚𝙧𝙜𝙚𝙣,"ar intusschen wil niemand me binnen laten.Ze zeggen allemaal: met 𝙙𝙬𝙚𝙧𝙜𝙚𝙣 willen we niets te maken hebben.""HEB je dan geen geld gekregen vo",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010379125:mpeg21:a0111
2382,375,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢," menselijke gedaante aan en sprak tot Haroen: — Gij wilt een echte 𝙈𝙤𝙨𝙡𝙞𝙢 zijn en ge schrijft de naam van Allah op de drempel der deur, zoda",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011024343:mpeg21:a0274
2383,374,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"uitlatingen van bultenlandsche bladen en deskundigen vermeld.Als 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 document zal deze uitgave, die verzorgd werd door de firma A.Syt",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011119446:mpeg21:a0201
2384,373,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,iet dooreenformeeltractaatisbezegeld.Denzelfden dag kwam de Oost-𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 e kwestie in de Fransche kamer ter sprake en wel bij de groote i,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010630180:mpeg21:a0019
2385,372,barbaar,barbaar,𝙗𝙖𝙧𝙗𝙖𝙖𝙧,"lstoï met zijn nieuwe dingen kwam, gold hij voor Europa een halve 𝙗𝙖𝙧𝙗𝙖𝙖𝙧; thans, een halve eeuw later, bemoeit al wat intellectueel wil zi",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010604768:mpeg21:a0141
2386,371,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,"en oorlog gesleept waren.Wij weten, dat, voor wij in dezen oorlog 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 werden, wij niet de vijanden van het DuUt»che volk. rn zij niet o",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110549500:mpeg21:a0032
2387,370,inlander,inlander,𝙞𝙣𝙡𝙖𝙣𝙙𝙚𝙧," en niet voor de verrijking van liet moederland.Ze verzekeren den 𝙞𝙣𝙡𝙖𝙣𝙙𝙚𝙧 volle rechten op zijn persoon en eigendom, verschaffen onderwijs ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620804:mpeg21:a0092
2388,369,page,Page,𝙋𝙖𝙜𝙚,"af Harry ten antwoord, „het komt in orde"".De song was voor de film „𝙋𝙖𝙜𝙚 Miss Glory"", waarin zij als duet gezongen zou worden door Dick Powe",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011172058:mpeg21:a0019
2389,368,onbeschaafd,onbeschaafd,𝙤𝙣𝙗𝙚𝙨𝙘𝙝𝙖𝙖𝙛𝙙,'s-bay door zijn isolement nu juist niet modern mag heeten. het 𝙤𝙣𝙗𝙚𝙨𝙘𝙝𝙖𝙖𝙛𝙙 noemen mag men toch niet.En die beschaving is niet gekomen van ,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280203:mpeg21:a0002
2390,367,wild,wild,𝙬𝙞𝙡𝙙,"manier, olie onttrok- Uen aan een groot aantal zaden, die of in het 𝙬𝙞𝙡𝙙 voorkomen of wel op kleine schaal worden aangeplant.Onder die zaden",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011216495:mpeg21:a0070
2391,366,gekleurd,gekleurd,𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙,"n in andere t (Jeelen der wereld zooveel millioenen men scben van 𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙 ras onder nw bestaar' hebt volstrekt niet inipder."" - En tocn bee",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011214208:mpeg21:a0001
2392,365,blank,Blank,𝘽𝙡𝙖𝙣𝙠," -■voor f 4.50.— Hot toeval bracht mee, dat deze laad ontdekt werd.𝘽𝙡𝙖𝙣𝙠, eon rocidivist, orkor.t zijn (chuld on vo* telt dat hij wogen» gc",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011214842:mpeg21:a0014
2393,364,negercultuur,negercultuur,𝙣𝙚𝙜𝙚𝙧𝙘𝙪𝙡𝙩𝙪𝙪𝙧,men mag vaststellen in geen geval met overblijfselen eener oude 𝙣𝙚𝙜𝙚𝙧𝙘𝙪𝙡𝙩𝙪𝙪𝙧 te doen te hebben.Frobenius heeft voor sieraden en goede woorde,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010337833:mpeg21:a0136
2394,363,mulat,mulat,𝙢𝙪𝙡𝙖𝙩,"r moet ontruimen (applaus).Wil zullen ons land uit de put belpen, «𝙢𝙪𝙡𝙖𝙩 bet onze taak en roeping ia.Nooit meer demo» cratisch, maar goed, ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010019094:mpeg21:a0049
2395,362,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"t «vas toen te laat.Overal werden lucifers gevonden, terwijl dr 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 surprise e«-enmin ontbrak.Niet genoeg kan ieder gewaarschuwd wo",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110559866:mpeg21:a0193
2396,361,bediende,bediende,𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚,"ijk precies gezegd heeft.Daar er geen alternatief was, betrad r>e 𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚 de kast, waarna Maclean den sleutel in het slot omdraaide.Dan gin",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110530838:mpeg21:a0142
2397,360,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"ucker bespreekt hst referaat Gammlnga.De heer Gammlnga heeft «en 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 overzicht va» den kleermakerij gegeven, — wat ¦preekster absoluu",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010003127:mpeg21:a0014
2398,357,blank,blanke,𝙗𝙡𝙖𝙣𝙠𝙚,"hem, kropen steeds weg wanneer het werk niet naar zijn zin was.Als 𝙗𝙡𝙖𝙣𝙠𝙚 vond hij zich natuurlijk stukken hooger staan dan dit bruine, glim",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010238400:mpeg21:a0019
2399,356,inlandsche,inlandsche,𝙞𝙣𝙡𝙖𝙣𝙙𝙨𝙘𝙝𝙚,"rdat II gezonden, en generaal Vigano heeft ¡I eenige compagnieën 𝙞𝙣𝙡𝙖𝙣𝙙𝙨𝙘𝙝𝙚 niiü|i tie in het gebied van Sarae onder de |i wapenen geroepen.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011212142:mpeg21:a0006
2400,355,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,n van den prins rezen allen !van hunne zitplaatsen op en hief een 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 I koor het Wilhelmus aan.I Hierna hield de voorzitter van het con,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110556947:mpeg21:a0009
2401,353,inboorling,inboorling,𝙞𝙣𝙗𝙤𝙤𝙧𝙡𝙞𝙣𝙜,"jeugd der Parochie had gedaan, trad eensklaps een deftig gekleed 𝙞𝙣𝙗𝙤𝙤𝙧𝙡𝙞𝙣𝙜 van Suriname binnen, dio in Neger-Engel.-c'h fr.Corneliu?begroet",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010233734:mpeg21:a0033
2402,352,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"infantere en artillerie, aangewezen om. togen Koem Kaleh, op den 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 en oever, op te treden.Zij brachten die taak met goeden uitslag ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010295994:mpeg21:a0207
2403,351,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"n algemeene vreugde die nog aanmerkelijk verhoogd werd, toen de 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 koekjes !en stroontractalie voor den da» kwam.Ondertussclie» wa",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010001003:mpeg21:a0179
2404,350,stam,stam,𝙨𝙩𝙖𝙢,"naar zat te kijken, wal dat eindje stengel 10l een knoesligen ouden 𝙨𝙩𝙖𝙢 geworden, niet zijn bladerdak, zich verheffende boven de eeuwen.Kin",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010683726:mpeg21:a0015
2405,348,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,"woiden aangevuld, zal men zoggen?Noen, de Taipm-oproeron ziin zoo 𝙞𝙣𝙝𝙚𝙚𝙢𝙨, h dat ze wel voortdurend zullen blijven medewerko de bevolking u",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110538335:mpeg21:a0011
2406,346,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣,"ninga; UTRECHT: llubertua, de RllJTter BEI.»;*.» : Capria. de Pok: 𝙈𝙖𝙧𝙧𝙤𝙣!», de Bl*.Vlanon.Verplanken; I.era!.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110529940:mpeg21:a0070
2407,345,barbaar,barbaar,𝙗𝙖𝙧𝙗𝙖𝙖𝙧,"ren zal, haar ftiefdochter, op wie zij jaloerech was, op de meest 𝙗𝙖𝙧𝙗𝙖𝙖𝙧-che manier vermoordde, leidt nL, neer tot deselfde oude discussie",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110541990:mpeg21:a0074
2408,344,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,nsche meerdere zoo gesteld is bij zijn ondergeschikten.(Ook de 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 staat ïfaak zeer op liormat en 't stipt opvolgen door zijn bed,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010655653:mpeg21:a0162
2409,343,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,"it blijkt, dat reeds tussen 1635 en 1656 die vrucht op Guadaloupe 𝙞𝙣𝙝𝙚𝙚𝙢𝙨 en aan de Caraiben bekend was en door hen alakalisua (de grote so",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281434:mpeg21:a0079
2410,342,kwinti,Kwinti't,𝙆𝙬𝙞𝙣𝙩𝙞𝘜𝙩,4.35 Concert.Instruin.𝙆𝙬𝙞𝙣𝙩𝙞𝘜𝙩 en J.Thorne (barit.).5.50 Liederen door R.,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011170172:mpeg21:a0028
2411,341,metis,metis,𝙢𝙚𝙩𝙞𝙨,"n.' :"""" 'jSHip.i De „aikals"", de - wapperende witzijden; hoofdtooi 𝙢𝙚𝙩𝙞𝙨 gouden koorden; iooals de Ti Egyptische stamhoofden ze: dragen, de",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011235354:mpeg21:a0081
