anonymised_participant_id,extract_id,response,suggestion
78,533,Omstreden naar huidige maatstaven,
79,533,Omstreden naar huidige maatstaven,
80,533,Omstreden naar huidige maatstaven,
81,533,Omstreden naar huidige maatstaven,
82,533,Omstreden naar huidige maatstaven,inheemschen
415,533,Niet omstreden,inheemschen
77,532,Omstreden naar huidige maatstaven, Indo Europeesche vrouwtjes; desa-hye na's
78,532,Niet omstreden,
79,532,Niet omstreden,
80,532,Omstreden naar huidige maatstaven,
81,532,Niet omstreden,
82,532,Omstreden naar huidige maatstaven,Indo-Europese vrouwtjes
415,532,Omstreden naar huidige maatstaven,vrouwtjes; inlander
77,531,Niet omstreden,
78,531,Niet omstreden,
79,531,Niet omstreden,
80,531,Niet omstreden,
81,531,Niet omstreden,
82,531,Niet omstreden,
415,531,Niet omstreden,"Mo""ammcdaansche rassen (Mohammedaansche rassen)"
77,529,Omstreden naar huidige maatstaven,Hoeren; mulat
78,529,Omstreden naar huidige maatstaven,
79,529,Niet omstreden,"Hoeren, mulat"
80,529,Niet omstreden,Mulat
81,529,Niet omstreden,"hoeren, mulat"
82,529,Omstreden naar huidige maatstaven,"mulat, zwarte"
415,529,Omstreden naar huidige maatstaven,mulat
77,528,Niet omstreden,
78,528,Niet omstreden,
79,528,Niet omstreden,
80,528,Niet omstreden,
81,528,Niet omstreden,Pruisen
82,528,Niet omstreden,
415,528,Niet omstreden,
77,527,Onleesbare OCR,
78,527,Niet omstreden,
79,527,Niet omstreden,
80,527,Onleesbare OCR,
81,527,Niet omstreden,
82,527,Niet omstreden,
415,527,Niet omstreden,rasgeiiooten (rasgenoten)
77,526,Niet omstreden,
78,526,Niet omstreden,
79,526,Niet omstreden,
80,526,Niet omstreden,
81,526,Niet omstreden,
82,526,Niet omstreden,
415,526,Niet omstreden,
77,525,Niet omstreden,
78,525,Niet omstreden,
79,525,Niet omstreden,
80,525,Niet omstreden,
81,525,Niet omstreden,
82,525,Niet omstreden,
415,525,Niet omstreden,
77,524,Omstreden naar huidige maatstaven,negers
78,524,Weet ik niet,
79,524,Weet ik niet,negers
80,524,Weet ik niet,
81,524,Niet omstreden,negers
82,524,Omstreden naar huidige maatstaven,negers
415,524,Omstreden naar huidige maatstaven,negers
77,523,Niet omstreden,
78,523,Niet omstreden,
79,523,Onleesbare OCR,
80,523,Niet omstreden,
81,523,Niet omstreden,
82,523,Niet omstreden,
415,523,Niet omstreden,
77,522,Omstreden naar huidige maatstaven, Inlander 
78,522,Omstreden naar huidige maatstaven,
79,522,Niet omstreden,
80,522,Niet omstreden,Inlander
81,522,Niet omstreden,
82,522,Omstreden naar huidige maatstaven,inlander
415,522,Niet omstreden,Inlander
77,521,Omstreden naar huidige maatstaven,de hele tekst
78,521,Omstreden naar huidige maatstaven,
79,521,Omstreden naar huidige maatstaven,
80,521,Omstreden naar huidige maatstaven,
81,521,Omstreden naar huidige maatstaven,
82,521,Omstreden naar huidige maatstaven,ondeugden der Turken
415,521,Omstreden naar huidige maatstaven,
77,520,Omstreden naar huidige maatstaven,
78,520,Niet omstreden,
79,520,Niet omstreden,
80,520,Omstreden naar huidige maatstaven,
81,520,Niet omstreden,
82,520,Weet ik niet,blanken
415,520,Omstreden naar huidige maatstaven,blanken
77,519,Niet omstreden,
78,519,Niet omstreden,
79,519,Niet omstreden,
80,519,Niet omstreden,
81,519,Niet omstreden,
82,519,Niet omstreden,
415,519,Niet omstreden,
77,518,Niet omstreden,
78,518,Omstreden naar huidige maatstaven,
79,518,Omstreden naar huidige maatstaven,
80,518,Omstreden naar huidige maatstaven,
81,518,Omstreden naar huidige maatstaven,
82,518,Omstreden naar huidige maatstaven,
415,518,Niet omstreden,
77,517,Omstreden naar huidige maatstaven,
78,517,Weet ik niet,
79,517,Niet omstreden,
80,517,Niet omstreden,
81,517,Niet omstreden,
82,517,Omstreden naar huidige maatstaven,
415,517,Omstreden naar huidige maatstaven,
77,516,Omstreden naar huidige maatstaven,
78,516,Omstreden naar huidige maatstaven,
79,516,Niet omstreden,
80,516,Niet omstreden,
81,516,Omstreden naar huidige maatstaven,
82,516,Niet omstreden,
415,516,Omstreden naar huidige maatstaven,
77,515,Onleesbare OCR,
78,515,Onleesbare OCR,
79,515,Onleesbare OCR,
80,515,Onleesbare OCR,
81,515,Onleesbare OCR,
82,515,Onleesbare OCR,
415,515,Onleesbare OCR,
77,514,Niet omstreden,krop-idioten? was vroeger wel een medische term
78,514,Onleesbare OCR,
79,514,Omstreden naar huidige maatstaven,krop-idioten
80,514,Niet omstreden,
81,514,Omstreden naar huidige maatstaven,
82,514,Niet omstreden,krop-idioten
415,514,Niet omstreden,
77,513,Niet omstreden,
78,513,Niet omstreden,
79,513,Niet omstreden,
80,513,Niet omstreden,
81,513,Niet omstreden,
82,513,Niet omstreden,
415,513,Niet omstreden,
77,512,Niet omstreden,inlanders?
78,512,Niet omstreden,
79,512,Niet omstreden,
80,512,Weet ik niet,
81,512,Niet omstreden,
82,512,Niet omstreden,
415,512,Niet omstreden,
77,511,Niet omstreden,
78,511,Niet omstreden,
79,511,Niet omstreden,
80,511,Niet omstreden,
81,511,Niet omstreden,
82,511,Niet omstreden,
415,511,Niet omstreden,
77,510,Weet ik niet,
78,510,Niet omstreden,
79,510,Niet omstreden,
80,510,Niet omstreden,
81,510,Niet omstreden,
82,510,Omstreden naar huidige maatstaven,
415,510,Niet omstreden,
77,509,Omstreden naar huidige maatstaven,
78,509,Omstreden naar huidige maatstaven,
79,509,Omstreden naar huidige maatstaven,geleurd werkvolk
80,509,Weet ik niet,
81,509,Weet ik niet,
82,509,Omstreden naar huidige maatstaven,"naturellen, gekleurd"
415,509,Omstreden naar huidige maatstaven,Kaffer; gekleurd
77,508,Niet omstreden,
78,508,Niet omstreden,
79,508,Niet omstreden,
80,508,Niet omstreden,
81,508,Niet omstreden,
82,508,Niet omstreden,
415,508,Niet omstreden,
77,507,Niet omstreden,
78,507,Niet omstreden,
79,507,Niet omstreden,
80,507,Niet omstreden,
81,507,Niet omstreden,
82,507,Niet omstreden,
415,507,Niet omstreden,
77,506,Niet omstreden,
78,506,Niet omstreden,
79,506,Niet omstreden,
80,506,Niet omstreden,
81,506,Niet omstreden,
82,506,Niet omstreden,
415,506,Niet omstreden,
77,505,Omstreden naar huidige maatstaven,
78,505,Omstreden naar huidige maatstaven,
79,505,Omstreden naar huidige maatstaven,
80,505,Omstreden naar huidige maatstaven,
81,505,Omstreden naar huidige maatstaven,fremdrassigen
82,505,Omstreden naar huidige maatstaven,
415,505,Omstreden naar huidige maatstaven,kleurling
77,504,Onleesbare OCR,
78,504,Onleesbare OCR,
79,504,Onleesbare OCR,
80,504,Niet omstreden,
81,504,Onleesbare OCR,
82,504,Onleesbare OCR,
415,504,Niet omstreden,
77,503,Omstreden naar huidige maatstaven, kleurlingen alle vertrouwen in de witmenschen
78,503,Niet omstreden,
79,503,Niet omstreden,
80,503,Omstreden naar huidige maatstaven,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 gevaar
81,503,Niet omstreden,witmenschen
82,503,Niet omstreden,
415,503,Niet omstreden,kleurlingen
77,501,Niet omstreden,zwarte vleescn was zoo kostbaar 
78,501,Niet omstreden,
79,501,Niet omstreden,zwarten
80,501,Niet omstreden,
81,501,Omstreden naar huidige maatstaven,het zwarte vleescn (vlees)
82,501,Omstreden naar huidige maatstaven,"inboorlingen, slaven, blanken"
415,501,Omstreden naar huidige maatstaven,zwarten; blanken; inboorlingen
77,500,Niet omstreden,met 'Afrikaanse' volk bedoelen ze waarschijnlijk de blanke boeren?
78,500,Niet omstreden,
79,500,Niet omstreden,neutralen
80,500,Weet ik niet,
81,500,Niet omstreden,
82,500,Niet omstreden,
415,500,Niet omstreden,boerenheld
69,498,Niet omstreden,
70,498,Niet omstreden,
71,498,Niet omstreden,
72,498,Niet omstreden,
73,498,Niet omstreden,
74,498,Niet omstreden,
75,498,Niet omstreden,
76,498,Niet omstreden,
69,497,Niet omstreden,
70,497,Niet omstreden,
71,497,Omstreden naar huidige maatstaven,indianen
72,497,Weet ik niet,
73,497,Weet ik niet,
74,497,Niet omstreden,
75,497,Weet ik niet,
76,497,Weet ik niet,
69,496,Niet omstreden,
70,496,Omstreden naar huidige maatstaven,Zwervende Zigeuners
71,496,Omstreden naar huidige maatstaven,
72,496,Omstreden naar huidige maatstaven,
73,496,Niet omstreden,
74,496,Omstreden naar huidige maatstaven,
75,496,Omstreden naar huidige maatstaven,
76,496,Omstreden naar huidige maatstaven,Zigeuners
69,495,Niet omstreden,
70,495,Niet omstreden,
71,495,Niet omstreden,
72,495,Niet omstreden,
73,495,Niet omstreden,
74,495,Onleesbare OCR,
75,495,Niet omstreden,
76,495,Niet omstreden,
69,494,Niet omstreden,
70,494,Niet omstreden,
71,494,Niet omstreden,
72,494,Niet omstreden,
73,494,Niet omstreden,
74,494,Niet omstreden,
75,494,Niet omstreden,
76,494,Niet omstreden,
69,493,Niet omstreden,
70,493,Niet omstreden,
71,493,Weet ik niet,
72,493,Weet ik niet,
73,493,Weet ik niet,
74,493,Weet ik niet,
75,493,Niet omstreden,
76,493,Weet ik niet,
69,492,Niet omstreden,
70,492,Niet omstreden,
71,492,Niet omstreden,
72,492,Niet omstreden,
73,492,Niet omstreden,
74,492,Omstreden naar huidige maatstaven,
75,492,Niet omstreden,
76,492,Omstreden naar huidige maatstaven,"Zigeunerschap, schooierdom, olijvenbekoring"
69,491,Onleesbare OCR,
70,491,Onleesbare OCR,
71,491,Weet ik niet,
72,491,Omstreden naar huidige maatstaven,
73,491,Weet ik niet,
74,491,Weet ik niet,
75,491,Weet ik niet,
76,491,Weet ik niet,
69,490,Niet omstreden,
70,490,Niet omstreden,
71,490,Niet omstreden,
72,490,Niet omstreden,
73,490,Niet omstreden,
74,490,Omstreden naar huidige maatstaven,
75,490,Niet omstreden,
76,490,Niet omstreden,
69,489,Niet omstreden,
70,489,Niet omstreden,
71,489,Omstreden naar huidige maatstaven,
72,489,Niet omstreden,
73,489,Niet omstreden,
74,489,Niet omstreden,
75,489,Niet omstreden,
76,489,Niet omstreden,
69,488,Onleesbare OCR,
70,488,Onleesbare OCR,
71,488,Onleesbare OCR,
72,488,Omstreden naar huidige maatstaven,
73,488,Weet ik niet,
74,488,Weet ik niet,
75,488,Weet ik niet,
76,488,Onleesbare OCR,
69,487,Niet omstreden,
70,487,Onleesbare OCR,
71,487,Onleesbare OCR,
72,487,Niet omstreden,
73,487,Weet ik niet,
74,487,Weet ik niet,
75,487,Onleesbare OCR,
76,487,Onleesbare OCR,
69,486,Niet omstreden,
70,486,Niet omstreden,
71,486,Niet omstreden,
72,486,Weet ik niet,
73,486,Niet omstreden,
74,486,Niet omstreden,
75,486,Weet ik niet,
76,486,Niet omstreden,
69,485,Niet omstreden,
70,485,Niet omstreden,
71,485,Niet omstreden,
72,485,Omstreden naar huidige maatstaven,
73,485,Niet omstreden,
74,485,Niet omstreden,
75,485,Omstreden naar huidige maatstaven,
76,485,Omstreden naar huidige maatstaven,
69,484,Omstreden naar huidige maatstaven,
70,484,Omstreden naar huidige maatstaven,"dwergkeesjes, dwergpinschers"
71,484,Niet omstreden,
72,484,Niet omstreden,
73,484,Niet omstreden,
74,484,Omstreden naar huidige maatstaven,
75,484,Niet omstreden,
76,484,Niet omstreden,
69,483,Niet omstreden,
70,483,Omstreden naar huidige maatstaven,
71,483,Niet omstreden,
72,483,Niet omstreden,
73,483,Niet omstreden,
74,483,Niet omstreden,
75,483,Niet omstreden,
76,483,Niet omstreden,
69,482,Niet omstreden,
70,482,Omstreden naar huidige maatstaven,
71,482,Weet ik niet,
72,482,Weet ik niet,
73,482,Weet ik niet,
74,482,Niet omstreden,
75,482,Weet ik niet,
76,482,Weet ik niet,
69,481,Niet omstreden,
70,481,Niet omstreden,
71,481,Niet omstreden,
72,481,Niet omstreden,
73,481,Niet omstreden,
74,481,Niet omstreden,
75,481,Niet omstreden,
76,481,Niet omstreden,
69,480,Niet omstreden,
70,480,Niet omstreden,
71,480,Niet omstreden,
72,480,Niet omstreden,
73,480,Niet omstreden,
74,480,Niet omstreden,
75,480,Niet omstreden,
76,480,Niet omstreden,
69,479,Niet omstreden,
70,479,Niet omstreden,
71,479,Niet omstreden,
72,479,Weet ik niet,
73,479,Weet ik niet,
74,479,Weet ik niet,
75,479,Niet omstreden,
76,479,Niet omstreden,
69,478,Omstreden naar huidige maatstaven,
70,478,Omstreden naar huidige maatstaven,
71,478,Omstreden naar huidige maatstaven,
72,478,Niet omstreden,
73,478,Niet omstreden,
74,478,Omstreden naar huidige maatstaven,
75,478,Omstreden naar huidige maatstaven,
76,478,Niet omstreden,
69,477,Onleesbare OCR,
70,477,Niet omstreden,
71,477,Onleesbare OCR,
72,477,Onleesbare OCR,
73,477,Niet omstreden,
74,477,Onleesbare OCR,
75,477,Niet omstreden,
76,477,Weet ik niet,
69,476,Niet omstreden,
70,476,Niet omstreden,
71,476,Niet omstreden,
72,476,Omstreden naar huidige maatstaven,
73,476,Niet omstreden,
74,476,Omstreden naar huidige maatstaven,
75,476,Niet omstreden,
76,476,Niet omstreden,
69,475,Onleesbare OCR,
70,475,Weet ik niet,
71,475,Niet omstreden,
72,475,Weet ik niet,
73,475,Weet ik niet,
74,475,Onleesbare OCR,
75,475,Weet ik niet,
76,475,Weet ik niet,
69,474,Niet omstreden,
70,474,Niet omstreden,
71,474,Niet omstreden,
72,474,Niet omstreden,
73,474,Niet omstreden,
74,474,Niet omstreden,
75,474,Niet omstreden,
76,474,Niet omstreden,
69,473,Niet omstreden,
70,473,Omstreden naar huidige maatstaven,dwergen 
71,473,Omstreden naar huidige maatstaven,dwerg
72,473,Niet omstreden,
73,473,Niet omstreden,
74,473,Onleesbare OCR,
75,473,Niet omstreden,dwergen
76,473,Omstreden naar huidige maatstaven,dwergen
69,472,Niet omstreden,
70,472,Niet omstreden,
71,472,Niet omstreden,
72,472,Niet omstreden,
73,472,Niet omstreden,
74,472,Niet omstreden,
75,472,Niet omstreden,
76,472,Niet omstreden,
69,471,Niet omstreden,
70,471,Onleesbare OCR,
71,471,Onleesbare OCR,
72,471,Omstreden naar huidige maatstaven,
73,471,Weet ik niet,
74,471,Onleesbare OCR,
75,471,Weet ik niet,
76,471,Onleesbare OCR,
69,470,Niet omstreden,
70,470,Niet omstreden,
71,470,Niet omstreden,
72,470,Niet omstreden,
73,470,Niet omstreden,
74,470,Niet omstreden,
75,470,Niet omstreden,
76,470,Niet omstreden,
69,469,Niet omstreden,
70,469,Omstreden naar huidige maatstaven,zigeuners (x2)
71,469,Omstreden naar huidige maatstaven,
72,469,Omstreden naar huidige maatstaven,
73,469,Niet omstreden,
74,469,Omstreden naar huidige maatstaven,
75,469,Omstreden naar huidige maatstaven,
76,469,Omstreden naar huidige maatstaven,zigeuner
69,468,Niet omstreden,
70,468,Niet omstreden,
71,468,Niet omstreden,
72,468,Omstreden naar huidige maatstaven,
73,468,Niet omstreden,
74,468,Niet omstreden,
75,468,Niet omstreden,
76,468,Niet omstreden,afgodspriester
69,467,Niet omstreden,
70,467,Omstreden naar huidige maatstaven,Lilliputters (x3)
71,467,Omstreden naar huidige maatstaven,
72,467,Omstreden naar huidige maatstaven,
73,467,Niet omstreden,
74,467,Omstreden naar huidige maatstaven,
75,467,Niet omstreden,
76,467,Omstreden naar huidige maatstaven,
69,466,Omstreden naar huidige maatstaven,
70,466,Weet ik niet,
71,466,Niet omstreden,
72,466,Niet omstreden,
73,466,Niet omstreden,
74,466,Niet omstreden,
75,466,Niet omstreden,
76,466,Omstreden naar huidige maatstaven,
69,465,Niet omstreden,
70,465,Weet ik niet,
71,465,Niet omstreden,
72,465,Niet omstreden,
73,465,Weet ik niet,
74,465,Niet omstreden,
75,465,Niet omstreden,
76,465,Niet omstreden,
69,464,Niet omstreden,
70,464,Niet omstreden,
71,464,Niet omstreden,
72,464,Niet omstreden,
73,464,Niet omstreden,
74,464,Niet omstreden,
75,464,Niet omstreden,
76,464,Niet omstreden,
69,461,Niet omstreden,
70,461,Niet omstreden,
71,461,Niet omstreden,
72,461,Niet omstreden,
73,461,Niet omstreden,
74,461,Niet omstreden,
75,461,Niet omstreden,
76,461,Niet omstreden,
69,460,Niet omstreden,
70,460,Omstreden naar huidige maatstaven,
71,460,Onleesbare OCR,
72,460,Onleesbare OCR,
73,460,Niet omstreden,
74,460,Omstreden naar huidige maatstaven,
75,460,Niet omstreden,
76,460,Omstreden naar huidige maatstaven,
69,458,Niet omstreden,
70,458,Niet omstreden,kolonisatiegebied 
71,458,Niet omstreden,
72,458,Omstreden naar huidige maatstaven,
73,458,Niet omstreden,
74,458,Omstreden naar huidige maatstaven,
75,458,Niet omstreden,
76,458,Omstreden naar huidige maatstaven,
69,457,Onleesbare OCR,
70,457,Onleesbare OCR,
71,457,Onleesbare OCR,
72,457,Onleesbare OCR,
73,457,Niet omstreden,
74,457,Niet omstreden,
75,457,Niet omstreden,
76,457,Onleesbare OCR,
69,456,Omstreden naar huidige maatstaven,
70,456,Omstreden naar huidige maatstaven,
71,456,Omstreden naar huidige maatstaven,
72,456,Omstreden naar huidige maatstaven,
73,456,Omstreden naar huidige maatstaven,
74,456,Omstreden naar huidige maatstaven,
75,456,Omstreden naar huidige maatstaven,
76,456,Omstreden naar huidige maatstaven,
69,454,Niet omstreden,
70,454,Niet omstreden,annalen 
71,454,Niet omstreden,
72,454,Niet omstreden,
73,454,Niet omstreden,
74,454,Niet omstreden,
75,454,Niet omstreden,
76,454,Niet omstreden,
69,453,Niet omstreden,
70,453,Niet omstreden,"despoot, slavernij "
71,453,Niet omstreden,
72,453,Niet omstreden,
73,453,Niet omstreden,
74,453,Weet ik niet,
75,453,Niet omstreden,
76,453,Niet omstreden,
69,452,Niet omstreden,
70,452,Weet ik niet,
71,452,Weet ik niet,
72,452,Omstreden naar huidige maatstaven,
73,452,Weet ik niet,
74,452,Weet ik niet,
75,452,Weet ik niet,
76,452,Weet ik niet,
69,451,Omstreden naar huidige maatstaven,
70,451,Omstreden naar huidige maatstaven,
71,451,Omstreden naar huidige maatstaven,
72,451,Omstreden naar huidige maatstaven,
73,451,Niet omstreden,
74,451,Omstreden naar huidige maatstaven,
75,451,Omstreden naar huidige maatstaven,
76,451,Niet omstreden,
69,450,Niet omstreden,
70,450,Niet omstreden,
71,450,Niet omstreden,eenvoudig
72,450,Omstreden naar huidige maatstaven,
73,450,Niet omstreden,
74,450,Niet omstreden,
75,450,Niet omstreden,
76,450,Niet omstreden,
61,449,Omstreden naar huidige maatstaven,
62,449,Omstreden naar huidige maatstaven,
63,449,Omstreden naar huidige maatstaven,
64,449,Niet omstreden,
65,449,Niet omstreden,
66,449,Weet ik niet,
67,449,Omstreden naar huidige maatstaven,
68,449,Omstreden naar huidige maatstaven,n.v.t
61,448,Onleesbare OCR,
62,448,Omstreden naar huidige maatstaven,
63,448,Niet omstreden,
64,448,Niet omstreden,
65,448,Niet omstreden,
66,448,Omstreden naar huidige maatstaven,
67,448,Omstreden naar huidige maatstaven,
68,448,Niet omstreden,n.v.t
61,446,Onleesbare OCR,
62,446,Onleesbare OCR,
63,446,Weet ik niet,
64,446,Onleesbare OCR,
65,446,Weet ik niet,
66,446,Onleesbare OCR,
67,446,Onleesbare OCR,
68,446,Omstreden naar huidige maatstaven,n.v.t
61,445,Onleesbare OCR,
62,445,Omstreden naar huidige maatstaven,
63,445,Niet omstreden,
64,445,Weet ik niet,
65,445,Niet omstreden,
66,445,Omstreden naar huidige maatstaven,inlanders
67,445,Weet ik niet,
68,445,Omstreden naar huidige maatstaven,n.v.t
61,444,Weet ik niet,
62,444,Niet omstreden,zindelijke
63,444,Omstreden naar huidige maatstaven,
64,444,Niet omstreden,
65,444,Omstreden naar huidige maatstaven,
66,444,Omstreden naar huidige maatstaven,zindelijke (patroniserend alsof ze kinderen zijn)
67,444,Omstreden naar huidige maatstaven,
68,444,Omstreden naar huidige maatstaven,Zindelijke Chineezen''
61,443,Weet ik niet,
62,443,Omstreden naar huidige maatstaven,
63,443,Niet omstreden,
64,443,Niet omstreden,
65,443,Niet omstreden,
66,443,Omstreden naar huidige maatstaven,
67,443,Weet ik niet,
68,443,Omstreden naar huidige maatstaven,n.v.t
61,441,Omstreden naar huidige maatstaven,
62,441,Niet omstreden,
63,441,Niet omstreden,
64,441,Niet omstreden,
65,441,Niet omstreden,
66,441,Niet omstreden,
67,441,Weet ik niet,
68,441,Niet omstreden,n.v.t
61,438,Omstreden naar huidige maatstaven,"dwergrassen, dwergen"
62,438,Omstreden naar huidige maatstaven,dwergen
63,438,Niet omstreden,
64,438,Niet omstreden,
65,438,Niet omstreden,
66,438,Weet ik niet,
67,438,Weet ik niet,
68,438,Niet omstreden,n.v.t
61,437,Weet ik niet,
62,437,Omstreden naar huidige maatstaven,
63,437,Niet omstreden,
64,437,Niet omstreden,
65,437,Weet ik niet,
66,437,Omstreden naar huidige maatstaven,
67,437,Weet ik niet,
68,437,Omstreden naar huidige maatstaven,n.v.t
61,436,Onleesbare OCR,
62,436,Weet ik niet,
63,436,Weet ik niet,
64,436,Weet ik niet,
65,436,Niet omstreden,
66,436,Weet ik niet,
67,436,Onleesbare OCR,
68,436,Omstreden naar huidige maatstaven,n.v.t
61,435,Niet omstreden,
62,435,Niet omstreden,
63,435,Niet omstreden,
64,435,Niet omstreden,
65,435,Niet omstreden,
66,435,Niet omstreden,
67,435,Niet omstreden,
68,435,Niet omstreden,n.v.t
61,433,Onleesbare OCR,
62,433,Omstreden naar huidige maatstaven,
63,433,Niet omstreden,
64,433,Niet omstreden,
65,433,Niet omstreden,
66,433,Omstreden naar huidige maatstaven,
67,433,Weet ik niet,
68,433,Niet omstreden,n.v.t
61,432,Omstreden naar huidige maatstaven,
62,432,Weet ik niet,
63,432,Weet ik niet,
64,432,Weet ik niet,Blanken
65,432,Weet ik niet,
66,432,Weet ik niet,salon-bolsjewiste; volbloed
67,432,Weet ik niet,
68,432,Omstreden naar huidige maatstaven,Volbloed''
61,431,Weet ik niet,
62,431,Omstreden naar huidige maatstaven,
63,431,Niet omstreden,
64,431,Niet omstreden,
65,431,Niet omstreden,
66,431,Omstreden naar huidige maatstaven,
67,431,Weet ik niet,
68,431,Omstreden naar huidige maatstaven,n.v.t
61,430,Niet omstreden,
62,430,Niet omstreden,
63,430,Niet omstreden,
64,430,Niet omstreden,
65,430,Niet omstreden,
66,430,Niet omstreden,
67,430,Niet omstreden,
68,430,Niet omstreden,16 jarig huwelijk
61,429,Weet ik niet,
62,429,Niet omstreden,
63,429,Niet omstreden,
64,429,Niet omstreden,
65,429,Niet omstreden,
66,429,Omstreden naar huidige maatstaven,
67,429,Weet ik niet,
68,429,Niet omstreden,n.v.t
61,428,Omstreden naar huidige maatstaven,
62,428,Omstreden naar huidige maatstaven,
63,428,Omstreden naar huidige maatstaven,
64,428,Niet omstreden,
65,428,Omstreden naar huidige maatstaven,
66,428,Omstreden naar huidige maatstaven,arme volk
67,428,Omstreden naar huidige maatstaven,
68,428,Omstreden naar huidige maatstaven,n.v.t
61,427,Omstreden naar huidige maatstaven,dwergenras
62,427,Niet omstreden,heidensch-barbaarsche
63,427,Niet omstreden,
64,427,Niet omstreden,
65,427,Niet omstreden,
66,427,Niet omstreden,onder voorlichting en met behulp der Europeanen (patroniserend); dwergenras; achterlijkheid; heidensch-barbaarsche
67,427,Niet omstreden,
68,427,Omstreden naar huidige maatstaven,dwergenras'' ''heidensch-barbaarse landen''
61,426,Weet ik niet,
62,426,Weet ik niet,
63,426,Weet ik niet,
64,426,Weet ik niet,
65,426,Weet ik niet,
66,426,Niet omstreden,
67,426,Weet ik niet,
68,426,Omstreden naar huidige maatstaven,n.v.t
61,425,Weet ik niet,
62,425,Niet omstreden,
63,425,Niet omstreden,
64,425,Niet omstreden,
65,425,Niet omstreden,
66,425,Niet omstreden,
67,425,Weet ik niet,
68,425,Niet omstreden,n.v.t
61,424,Niet omstreden,
62,424,Niet omstreden,
63,424,Niet omstreden,
64,424,Niet omstreden,
65,424,Niet omstreden,
66,424,Niet omstreden,
67,424,Niet omstreden,
68,424,Niet omstreden,n.v.t
61,423,Weet ik niet,
62,423,Niet omstreden,
63,423,Niet omstreden,
64,423,Omstreden naar huidige maatstaven,
65,423,Omstreden naar huidige maatstaven,
66,423,Niet omstreden,
67,423,Weet ik niet,
68,423,Omstreden naar huidige maatstaven,n.v.t
61,422,Omstreden naar huidige maatstaven,
62,422,Omstreden naar huidige maatstaven,heidenen
63,422,Weet ik niet,
64,422,Weet ik niet,
65,422,Omstreden naar huidige maatstaven,
66,422,Weet ik niet,
67,422,Weet ik niet,
68,422,Omstreden naar huidige maatstaven,n.v.t
61,421,Niet omstreden,
62,421,Niet omstreden,
63,421,Weet ik niet,
64,421,Omstreden naar huidige maatstaven,
65,421,Omstreden naar huidige maatstaven,
66,421,Niet omstreden,
67,421,Omstreden naar huidige maatstaven,
68,421,Omstreden naar huidige maatstaven,n.v.t
61,420,Weet ik niet,
62,420,Niet omstreden,
63,420,Niet omstreden,vreemdsoortige 
64,420,Omstreden naar huidige maatstaven,
65,420,Omstreden naar huidige maatstaven,
66,420,Niet omstreden,
67,420,Niet omstreden,
68,420,Niet omstreden,n.v.t
61,419,Niet omstreden,
62,419,Omstreden naar huidige maatstaven,negeropperhoofden negers
63,419,Omstreden naar huidige maatstaven,negers 
64,419,Omstreden naar huidige maatstaven,Negeropperhoofden
65,419,Omstreden naar huidige maatstaven,
66,419,Omstreden naar huidige maatstaven,negeropperhoofden; negers
67,419,Omstreden naar huidige maatstaven,
68,419,Omstreden naar huidige maatstaven,Negeropperhoofden'' ''Negers''
61,418,Onleesbare OCR,
62,418,Onleesbare OCR,
63,418,Omstreden naar huidige maatstaven,
64,418,Onleesbare OCR,
65,418,Omstreden naar huidige maatstaven,
66,418,Weet ik niet,
67,418,Omstreden naar huidige maatstaven,
68,418,Onleesbare OCR,Onleesbaar
61,417,Niet omstreden,
62,417,Niet omstreden,
63,417,Omstreden naar huidige maatstaven,
64,417,Niet omstreden,
65,417,Omstreden naar huidige maatstaven,
66,417,Omstreden naar huidige maatstaven,
67,417,Weet ik niet,
68,417,Omstreden naar huidige maatstaven,n.v.t
61,416,Omstreden naar huidige maatstaven,
62,416,Niet omstreden,
63,416,Niet omstreden,
64,416,Niet omstreden,
65,416,Omstreden naar huidige maatstaven,
66,416,Omstreden naar huidige maatstaven,
67,416,Weet ik niet,
68,416,Omstreden naar huidige maatstaven,n.v.t
61,415,Omstreden naar huidige maatstaven,
62,415,Omstreden naar huidige maatstaven,
63,415,Omstreden naar huidige maatstaven,
64,415,Weet ik niet,
65,415,Omstreden naar huidige maatstaven,
66,415,Omstreden naar huidige maatstaven,
67,415,Omstreden naar huidige maatstaven,
68,415,Omstreden naar huidige maatstaven,n.v.t
61,414,Weet ik niet,
62,414,Omstreden naar huidige maatstaven,
63,414,Omstreden naar huidige maatstaven,
64,414,Omstreden naar huidige maatstaven,
65,414,Niet omstreden,
66,414,Omstreden naar huidige maatstaven,
67,414,Omstreden naar huidige maatstaven,
68,414,Omstreden naar huidige maatstaven,n.v.t
61,413,Niet omstreden,
62,413,Niet omstreden,
63,413,Omstreden naar huidige maatstaven,mohamedaanschen 
64,413,Omstreden naar huidige maatstaven,
65,413,Niet omstreden,
66,413,Omstreden naar huidige maatstaven,
67,413,Weet ik niet,
68,413,Niet omstreden,n.v.t
61,412,Niet omstreden,
62,412,Niet omstreden,
63,412,Niet omstreden,
64,412,Onleesbare OCR,
65,412,Niet omstreden,
66,412,Niet omstreden,
67,412,Niet omstreden,
68,412,Niet omstreden,n.v.t
61,411,Onleesbare OCR,
62,411,Omstreden naar huidige maatstaven,
63,411,Niet omstreden,halfbloed
64,411,Niet omstreden,
